text,entities
"""đau đầu dữ dội kèm theo ho có đờm từ từ hôm qua""","""[{""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 14}, {""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 14}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 33}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 33}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 37, ""end"": 47}]"""
"""Bị stress từ từ 2 ngày nay""","""[{""text"": ""stress"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 9}, {""text"": ""từ 2 ngày nay"", ""label"": ""DURATION"", ""start"": 13, ""end"": 26}]"""
"""Bị chảy nước mũi từ mấy ngày nay""","""[{""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 16}, {""text"": ""mấy ngày nay"", ""label"": ""DURATION"", ""start"": 20, ""end"": 32}]"""
"""Sử dụng azithromycin 250mg buổi tối""","""[{""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 20}, {""text"": ""250mg"", ""label"": ""DOSAGE"", ""start"": 21, ""end"": 26}, {""text"": ""buổi tối"", ""label"": ""TIMING"", ""start"": 27, ""end"": 35}]"""
"""Thuốc furosemide 1 viên mỗi 8 giờ lúc sáng sớm""","""[{""text"": ""furosemide"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 16}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 23}, {""text"": ""mỗi 8 giờ"", ""label"": ""FREQUENCY"", ""start"": 24, ""end"": 33}, {""text"": ""lúc sáng sớm"", ""label"": ""TIMING"", ""start"": 34, ""end"": 46}]"""
"""Bệnh nhân 70 năm tuổi bị ung thư phổi cần dùng furosemide""","""[{""text"": ""70 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""ung thư phổi"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 37}, {""text"": ""furosemide"", ""label"": ""MEDICATION"", ""start"": 47, ""end"": 57}]"""
"""Ông ấy 55 tháng tuổi bị cao huyết áp""","""[{""text"": ""55 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""cao huyết áp"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 36}]"""
"""Thuốc aspirin 1/2 viên khi cần thiết lúc sáng sớm""","""[{""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 13}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 22}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 23, ""end"": 36}, {""text"": ""lúc sáng sớm"", ""label"": ""TIMING"", ""start"": 37, ""end"": 49}]"""
"""Bà ngoại 45 tuổi bị đau khớp ở mặt""","""[{""text"": ""45 tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 16}, {""text"": ""đau khớp"", ""label"": ""SYMPTOM"", ""start"": 20, ""end"": 28}, {""text"": ""mặt"", ""label"": ""BODY_PART"", ""start"": 31, ""end"": 34}]"""
"""Bệnh nhân 60 năm tuổi bị loãng xương cần dùng cetirizine""","""[{""text"": ""60 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""loãng xương"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 36}, {""text"": ""cetirizine"", ""label"": ""MEDICATION"", ""start"": 46, ""end"": 56}]"""
"""Bà ngoại 5 năm tuổi bị dị ứng ở đầu""","""[{""text"": ""5 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 19}, {""text"": ""dị ứng"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 29}, {""text"": ""đầu"", ""label"": ""BODY_PART"", ""start"": 32, ""end"": 35}]"""
"""Cô ấy 2 tuổi bị cao huyết áp nhẹ""","""[{""text"": ""2 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 12}, {""text"": ""cao huyết áp"", ""label"": ""DISEASE"", ""start"": 16, ""end"": 28}, {""text"": ""nhẹ"", ""label"": ""SEVERITY"", ""start"": 29, ""end"": 32}]"""
"""Cô ấy 55 năm tuổi bị viêm da cơ địa vừa phải""","""[{""text"": ""55 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 35}, {""text"": ""vừa phải"", ""label"": ""SEVERITY"", ""start"": 36, ""end"": 44}]"""
"""Chị ấy 12 năm tuổi mang thai bị chảy nước mũi""","""[{""text"": ""12 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""mang thai"", ""label"": ""CONDITION"", ""start"": 19, ""end"": 28}, {""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 32, ""end"": 45}]"""
"""Tôi 5 tuổi bị ho khan""","""[{""text"": ""5 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 10}, {""text"": ""ho khan"", ""label"": ""SYMPTOM"", ""start"": 14, ""end"": 21}]"""
"""phù chân kèm theo tim đập nhanh từ 2 ngày""","""[{""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""tim đập nhanh"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 31}, {""text"": ""tim đập nhanh"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 31}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 35, ""end"": 41}]"""
"""Con tôi 80 tháng tuổi bị khó ngủ và choáng váng""","""[{""text"": ""80 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 21}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 32}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 32}, {""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 47}, {""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 47}]"""
"""Ông ấy 20 tháng tuổi bị đột quỵ não""","""[{""text"": ""20 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""đột quỵ não"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 35}]"""
"""Cô ấy bị ngứa với simvastatin và prednisone""","""[{""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 13}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 18, ""end"": 29}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 18, ""end"": 29}, {""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}, {""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 33, ""end"": 43}]"""
"""Dùng doxycycline 1 gói hai lần một ngày""","""[{""text"": ""doxycycline"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 22}, {""text"": ""hai lần một ngày"", ""label"": ""FREQUENCY"", ""start"": 23, ""end"": 39}]"""
"""Uống aspirin 50mg để kiểm soát đường huyết""","""[{""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 12}, {""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 12}, {""text"": ""50mg"", ""label"": ""DOSAGE"", ""start"": 13, ""end"": 17}, {""text"": ""kiểm soát đường huyết"", ""label"": ""INDICATION"", ""start"": 21, ""end"": 42}]"""
"""run tay kèm theo ngứa từ từ hôm qua""","""[{""text"": ""run tay"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""run tay"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 21}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 21}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 25, ""end"": 35}]"""
"""Bị dị ứng ở thận từ từ hôm qua""","""[{""text"": ""dị ứng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 9}, {""text"": ""thận"", ""label"": ""BODY_PART"", ""start"": 12, ""end"": 16}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 20, ""end"": 30}]"""
"""đau cơ kèm theo đau đầu một bên từ 3 ngày""","""[{""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 6}, {""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 6}, {""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 16, ""end"": 31}, {""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 16, ""end"": 31}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 35, ""end"": 41}]"""
"""Bị khó ngủ ở bụng từ 2 ngày""","""[{""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""bụng"", ""label"": ""BODY_PART"", ""start"": 13, ""end"": 17}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 21, ""end"": 27}]"""
"""sốt cao kèm theo tiêu chảy từ 1 tuần""","""[{""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""tiêu chảy"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 26}, {""text"": ""tiêu chảy"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 26}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 30, ""end"": 36}]"""
"""Bệnh nhân 40 năm tuổi bị đau dạ dày cần dùng doxycycline""","""[{""text"": ""40 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""đau dạ dày"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 35}, {""text"": ""doxycycline"", ""label"": ""MEDICATION"", ""start"": 45, ""end"": 56}]"""
"""Bệnh nhân 2 tháng tuổi bị bệnh tim bẩm sinh cần dùng thuốc hạ áp""","""[{""text"": ""2 tháng tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 22}, {""text"": ""bệnh tim bẩm sinh"", ""label"": ""DISEASE"", ""start"": 26, ""end"": 43}, {""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 53, ""end"": 64}]"""
"""Con tôi 1 tháng tuổi bị đau ngực và khàn tiếng""","""[{""text"": ""1 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 20}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 32}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 32}, {""text"": ""khàn tiếng"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 46}, {""text"": ""khàn tiếng"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 46}]"""
"""Chị ấy 42 tuổi bệnh nền bị đau lưng mãn tính""","""[{""text"": ""42 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""bệnh nền"", ""label"": ""CONDITION"", ""start"": 15, ""end"": 23}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 27, ""end"": 44}]"""
"""Dùng doxycycline 50mg mỗi 8 giờ""","""[{""text"": ""doxycycline"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""50mg"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 21}, {""text"": ""mỗi 8 giờ"", ""label"": ""FREQUENCY"", ""start"": 22, ""end"": 31}]"""
"""Ông ấy 10 tuổi bị viêm dạ dày""","""[{""text"": ""10 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""viêm dạ dày"", ""label"": ""DISEASE"", ""start"": 18, ""end"": 29}]"""
"""Dùng prednisone 1mg mỗi 12 giờ""","""[{""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""1mg"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 19}, {""text"": ""mỗi 12 giờ"", ""label"": ""FREQUENCY"", ""start"": 20, ""end"": 30}]"""
"""Dùng paracetamol 1/2 viên 3 lần/ngày""","""[{""text"": ""paracetamol"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""paracetamol"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 25}, {""text"": ""3 lần/ngày"", ""label"": ""FREQUENCY"", ""start"": 26, ""end"": 36}]"""
"""Thuốc tramadol 1 viên khi cần thiết buổi tối""","""[{""text"": ""tramadol"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 14}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 15, ""end"": 21}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 22, ""end"": 35}, {""text"": ""buổi tối"", ""label"": ""TIMING"", ""start"": 36, ""end"": 44}]"""
"""Tôi 15 năm tuổi bị khó thở""","""[{""text"": ""15 năm tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 15}, {""text"": ""khó thở"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 26}]"""
"""Bị đau đầu một bên ở da từ 2 ngày""","""[{""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 18}, {""text"": ""da"", ""label"": ""BODY_PART"", ""start"": 21, ""end"": 23}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 27, ""end"": 33}]"""
"""Bị chán ăn ở bàn tay từ kéo dài 1 tuần""","""[{""text"": ""chán ăn"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""bàn tay"", ""label"": ""BODY_PART"", ""start"": 13, ""end"": 20}, {""text"": ""kéo dài 1 tuần"", ""label"": ""DURATION"", ""start"": 24, ""end"": 38}]"""
"""Chị ấy 3 năm tuổi mang thai bị dị ứng""","""[{""text"": ""3 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 17}, {""text"": ""mang thai"", ""label"": ""CONDITION"", ""start"": 18, ""end"": 27}, {""text"": ""dị ứng"", ""label"": ""SYMPTOM"", ""start"": 31, ""end"": 37}]"""
"""Cô ấy 6 tuổi bị migraine mãn tính""","""[{""text"": ""6 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 12}, {""text"": ""migraine"", ""label"": ""DISEASE"", ""start"": 16, ""end"": 24}, {""text"": ""mãn tính"", ""label"": ""SEVERITY"", ""start"": 25, ""end"": 33}]"""
"""Thuốc prednisone 400mg khi cần thiết trước bữa ăn""","""[{""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 16}, {""text"": ""400mg"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 22}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 23, ""end"": 36}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 37, ""end"": 49}]"""
"""Sử dụng insulin 1 gói khi đau""","""[{""text"": ""insulin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 15}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 21}, {""text"": ""khi đau"", ""label"": ""TIMING"", ""start"": 22, ""end"": 29}]"""
"""Bị chóng mặt từ 3 ngày""","""[{""text"": ""chóng mặt"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 12}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 16, ""end"": 22}]"""
"""Tôi 15 tháng tuổi bị mất ngủ""","""[{""text"": ""15 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""mất ngủ"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 28}]"""
"""Trẻ em 85 tháng tuổi bị chóng mặt 38.5 độ C cần chống nôn""","""[{""text"": ""85 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""chóng mặt"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 33}, {""text"": ""38.5 độ C"", ""label"": ""MEASUREMENT"", ""start"": 34, ""end"": 43}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 48, ""end"": 57}]"""
"""Ông ấy 12 tháng tuổi bị hen suyễn cần khẩn cấp""","""[{""text"": ""12 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""hen suyễn"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 33}, {""text"": ""khẩn cấp"", ""label"": ""URGENCY"", ""start"": 38, ""end"": 46}]"""
"""Trẻ em 40 năm tuổi bị mất ngủ 37.5 độ C cần dị ứng""","""[{""text"": ""40 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""mất ngủ"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 29}, {""text"": ""37.5 độ C"", ""label"": ""MEASUREMENT"", ""start"": 30, ""end"": 39}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 44, ""end"": 50}]"""
"""nôn mửa kèm theo táo bón từ từ 2 ngày nay""","""[{""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""táo bón"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 24}, {""text"": ""táo bón"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 24}, {""text"": ""từ 2 ngày nay"", ""label"": ""DURATION"", ""start"": 28, ""end"": 41}]"""
"""Tôi 42 tháng tuổi bị ho khan""","""[{""text"": ""42 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""ho khan"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 28}]"""
"""Uống losartan 400mg để chống nôn""","""[{""text"": ""losartan"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 13}, {""text"": ""400mg"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 19}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 23, ""end"": 32}]"""
"""Bệnh nhân 28 năm tuổi bị viêm da cơ địa cần dùng simvastatin""","""[{""text"": ""28 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 39}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 49, ""end"": 60}, {""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 49, ""end"": 60}]"""
"""Dùng amlodipine 250mg mỗi 8 giờ""","""[{""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""250mg"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 21}, {""text"": ""mỗi 8 giờ"", ""label"": ""FREQUENCY"", ""start"": 22, ""end"": 31}]"""
"""Bị khó ngủ ở bàn tay từ kéo dài 1 tuần""","""[{""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""bàn tay"", ""label"": ""BODY_PART"", ""start"": 13, ""end"": 20}, {""text"": ""kéo dài 1 tuần"", ""label"": ""DURATION"", ""start"": 24, ""end"": 38}]"""
"""Sử dụng tramadol 1 gói khi đói""","""[{""text"": ""tramadol"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 16}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 22}, {""text"": ""khi đói"", ""label"": ""TIMING"", ""start"": 23, ""end"": 30}]"""
"""Cô ấy 40 năm tuổi bị mụn trứng cá cấp tính""","""[{""text"": ""40 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""mụn trứng cá"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 33}, {""text"": ""cấp tính"", ""label"": ""SEVERITY"", ""start"": 34, ""end"": 42}]"""
"""stress kèm theo đau lưng mãn tính từ 1 tuần""","""[{""text"": ""stress"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 6}, {""text"": ""stress"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 6}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 16, ""end"": 33}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 16, ""end"": 33}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 37, ""end"": 43}]"""
"""Bà ngoại 80 tuổi bị choáng váng ở ngực""","""[{""text"": ""80 tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 16}, {""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 20, ""end"": 31}, {""text"": ""ngực"", ""label"": ""BODY_PART"", ""start"": 34, ""end"": 38}]"""
"""Ông ấy 2 tháng tuổi bị loãng xương cần emergency""","""[{""text"": ""2 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 19}, {""text"": ""loãng xương"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 34}, {""text"": ""emergency"", ""label"": ""URGENCY"", ""start"": 39, ""end"": 48}]"""
"""Chị ấy 60 tuổi suy gan bị đau lưng mãn tính""","""[{""text"": ""60 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 15, ""end"": 22}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 43}]"""
"""Cô ấy bị đau đầu dữ dội với thuốc giảm đau và warfarin""","""[{""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 23}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 28, ""end"": 42}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 28, ""end"": 42}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 46, ""end"": 54}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 46, ""end"": 54}]"""
